user_id,song_id,rating
1,0,3
1,4,1
1,6,2
1,10,1
1,12,3
1,14,5
1,15,1
1,17,5
1,20,4
1,23,5
1,28,4
1,32,1
1,33,4
1,34,3
1,36,4
1,37,3
1,40,1
1,44,3
1,53,2
1,54,5
1,56,2
1,57,2
1,58,5
1,62,1
1,64,3
1,65,2
1,66,1
1,68,4
1,70,2
1,73,3
1,74,1
1,75,5
1,77,4
1,80,5
1,84,4
1,86,5
1,90,3
1,99,2
1,100,4
1,101,5
1,102,5
1,106,1
1,110,1
1,115,4
1,118,4
1,125,4
1,126,2
1,127,5
1,128,1
1,130,1
1,133,5
1,135,5
1,138,4
1,140,2
1,148,3
1,149,5
1,161,3
1,164,2
1,167,3
1,168,3
1,169,5
1,181,5
1,183,4
1,185,3
1,191,2
1,192,3
1,199,1
1,201,5
1,202,1
1,204,3
1,206,1
1,210,4
1,217,3
1,219,4
1,221,1
1,224,4
1,229,1
1,235,5
1,239,1
1,244,2
1,245,5
1,246,4
1,248,4
1,249,1
1,250,2
1,258,3
1,259,5
1,261,3
1,262,4
1,263,1
1,265,5
1,268,4
1,270,3
1,271,3
1,273,2
1,274,5
1,275,3
1,276,3
1,283,1
1,284,5
1,286,2
1,290,1
1,306,3
1,307,1
1,308,2
1,311,2
1,315,2
1,317,3
1,318,3
1,319,3
1,320,3
1,321,3
1,322,5
1,325,2
1,326,2
1,327,5
1,329,1
1,330,2
1,331,2
1,334,2
1,335,5
1,337,4
1,341,5
1,343,2
1,346,4
1,348,3
1,350,5
1,351,4
1,352,3
1,356,2
1,357,3
1,359,5
1,360,4
1,367,3
1,368,2
1,370,2
1,373,2
1,374,3
1,376,2
1,377,3
1,378,2
1,384,2
1,387,2
1,388,1
1,390,1
1,394,4
1,396,3
1,397,1
1,401,3
1,402,2
1,404,4
1,407,5
1,408,3
1,410,3
1,411,4
1,413,4
1,414,5
1,415,1
1,416,2
1,419,4
1,425,1
1,426,5
1,429,5
1,440,3
1,442,4
1,443,2
1,445,3
1,447,3
1,449,5
1,452,1
1,456,5
1,458,2
1,463,5
1,464,2
1,465,5
1,467,3
1,469,4
1,470,2
1,472,5
1,473,5
1,475,3
1,478,4
1,485,3
1,486,5
1,490,2
1,491,4
1,494,5
1,499,1
1,501,5
1,502,1
1,503,2
1,504,5
1,507,5
1,509,1
1,518,5
1,520,5
1,522,4
1,525,3
1,526,2
1,531,3
1,532,2
1,534,5
1,537,5
1,541,4
1,546,5
1,547,5
1,549,3
1,551,5
1,553,4
1,554,4
1,558,3
1,565,4
1,570,2
1,571,1
1,572,3
1,573,1
1,574,1
1,576,1
1,579,5
1,584,2
1,585,2
1,586,1
1,590,4
1,591,1
1,593,5
1,594,1
1,595,2
1,597,5
1,599,5
1,600,4
1,607,3
1,608,5
1,610,4
1,613,2
1,615,2
1,621,2
1,623,3
1,624,3
1,631,1
1,635,4
1,636,3
1,640,2
1,641,4
1,645,4
1,648,4
1,651,4
1,653,5
1,654,1
1,655,2
1,656,3
1,661,5
1,662,3
1,665,1
1,667,5
1,668,3
1,669,2
1,670,3
1,671,3
1,673,4
1,679,5
1,680,2
1,681,2
1,685,5
1,687,4
1,689,4
1,690,4
1,691,5
1,693,1
1,695,2
1,698,1
1,700,5
1,704,2
1,705,2
1,712,5
1,715,1
1,716,2
1,717,3
1,720,4
1,722,5
1,724,4
1,726,4
1,728,2
1,729,2
1,733,5
1,735,1
1,737,3
1,738,3
1,741,5
1,746,1
1,759,4
1,760,2
1,761,2
1,766,5
1,767,3
1,768,4
1,770,1
1,771,5
1,773,5
1,776,3
1,778,4
1,780,4
1,781,4
1,782,2
1,784,1
1,789,5
1,790,1
1,794,3
1,796,1
1,799,1
1,802,4
1,804,1
1,805,1
1,809,3
1,812,2
1,813,4
1,814,4
1,815,5
1,816,4
1,825,3
1,827,1
1,830,1
1,835,2
1,836,5
1,839,3
1,841,3
1,842,3
1,843,4
1,845,4
1,846,5
1,849,2
1,850,4
1,854,5
1,855,5
1,857,5
1,860,1
1,868,4
1,870,4
1,871,5
1,873,1
1,881,3
1,883,1
1,888,5
1,890,4
1,892,5
1,893,5
1,894,3
1,897,1
1,899,3
1,900,4
1,901,2
1,902,4
1,906,1
1,915,1
1,916,2
1,918,5
1,919,4
1,920,3
1,922,5
1,923,3
1,926,3
1,927,3
1,928,4
1,934,5
1,939,5
1,945,1
1,949,3
1,952,2
1,953,1
1,955,4
1,959,3
1,964,2
1,967,3
1,970,5
1,973,3
1,974,3
1,977,5
1,980,1
1,984,5
1,985,5
1,986,5
1,996,2
1,997,3
1,1001,2
1,1004,3
1,1013,4
1,1015,3
1,1017,5
1,1018,2
1,1024,2
1,1025,5
1,1026,3
1,1031,3
1,1032,2
1,1035,2
1,1037,1
1,1041,3
1,1043,5
1,1045,5
1,1048,5
1,1052,4
1,1054,4
1,1056,1
1,1057,1
1,1059,1
1,1061,3
1,1064,5
1,1065,5
1,1066,5
1,1068,4
1,1073,3
1,1074,4
1,1075,3
1,1076,3
1,1082,2
1,1084,4
1,1087,3
1,1094,1
1,1095,3
1,1098,5
1,1101,5
1,1102,4
1,1104,2
1,1105,4
1,1106,2
1,1111,4
1,1112,2
1,1117,4
1,1122,2
1,1126,4
1,1129,4
1,1131,2
1,1137,5
1,1138,2
1,1140,2
1,1141,3
1,1143,2
1,1146,2
1,1153,3
1,1155,1
1,1157,3
1,1159,4
1,1160,5
1,1163,4
1,1167,1
1,1168,3
1,1171,3
1,1173,1
1,1174,3
1,1177,3
1,1178,2
1,1180,5
1,1182,3
1,1183,3
1,1186,1
1,1187,3
1,1195,4
1,1196,3
1,1199,3
1,1201,3
1,1203,2
1,1204,5
1,1205,5
1,1211,2
1,1213,5
1,1214,1
1,1215,1
1,1218,5
1,1220,1
1,1221,2
1,1223,1
1,1225,5
1,1227,4
1,1228,3
1,1230,3
1,1234,2
1,1240,1
1,1241,4
1,1242,1
1,1249,2
1,1250,3
1,1252,1
1,1255,5
1,1256,3
1,1257,2
1,1261,5
1,1265,5
1,1266,2
1,1275,2
1,1276,5
1,1277,3
1,1279,2
1,1280,4
1,1282,4
1,1287,1
1,1288,4
1,1289,4
1,1291,5
1,1293,5
1,1297,1
1,1301,2
1,1303,1
1,1304,2
1,1308,5
1,1310,1
1,1313,5
1,1315,3
1,1317,4
1,1321,3
1,1322,2
1,1331,2
1,1336,4
1,1339,5
1,1340,3
1,1345,4
1,1347,5
1,1350,2
1,1351,5
1,1352,1
1,1354,5
1,1355,2
1,1356,5
1,1359,1
1,1360,5
1,1361,3
1,1362,5
1,1364,1
1,1367,1
1,1371,4
1,1378,1
1,1385,1
1,1388,3
1,1389,2
1,1395,3
1,1398,1
1,1401,2
1,1407,3
1,1408,2
1,1410,5
1,1414,2
1,1415,3
1,1416,1
1,1417,3
1,1432,1
1,1433,3
1,1434,5
1,1435,1
1,1438,3
1,1439,3
1,1445,2
1,1446,5
1,1450,1
1,1451,5
1,1453,3
1,1458,2
1,1466,3
1,1467,4
1,1469,5
1,1470,1
1,1471,2
1,1472,4
1,1474,2
1,1476,4
1,1478,5
1,1480,5
1,1481,2
1,1482,4
1,1483,5
1,1485,2
1,1489,2
1,1490,1
1,1491,2
1,1493,3
1,1502,1
1,1507,2
1,1508,3
1,1509,2
1,1510,3
1,1513,1
1,1514,4
1,1516,5
1,1517,3
1,1518,1
1,1519,1
1,1521,1
1,1522,3
1,1524,3
1,1527,5
1,1528,2
1,1531,5
1,1533,3
1,1535,4
1,1540,2
1,1543,2
1,1545,5
1,1554,1
1,1556,5
1,1557,3
1,1560,4
1,1562,2
1,1564,3
1,1571,4
1,1573,1
1,1574,1
1,1579,2
1,1580,4
1,1581,5
1,1582,3
1,1583,1
1,1588,1
1,1591,4
1,1600,1
1,1606,4
1,1610,3
1,1611,3
1,1614,2
1,1616,3
1,1618,3
1,1620,3
1,1625,2
1,1631,1
1,1634,1
1,1638,3
1,1639,4
1,1640,1
1,1641,1
1,1643,5
1,1652,4
1,1655,3
1,1656,3
1,1661,5
1,1664,4
1,1666,5
1,1668,5
1,1670,5
1,1675,5
1,1680,1
1,1682,1
1,1687,3
1,1688,5
1,1691,4
1,1692,3
1,1702,3
1,1703,2
1,1704,2
1,1705,2
1,1706,3
1,1707,1
1,1708,3
1,1709,3
1,1715,4
1,1717,2
1,1719,4
1,1729,4
1,1736,2
1,1745,5
1,1748,5
1,1749,4
1,1750,1
1,1751,5
1,1752,5
1,1753,5
1,1758,3
1,1760,3
1,1764,4
1,1765,3
1,1767,3
1,1769,5
1,1771,2
1,1779,4
1,1780,1
1,1784,4
1,1787,5
1,1788,1
1,1791,1
1,1797,2
1,1800,4
1,1802,4
1,1804,1
1,1806,4
1,1807,2
1,1809,5
1,1810,2
1,1814,3
1,1816,4
1,1818,4
1,1820,2
1,1823,4
1,1831,1
1,1832,1
1,1835,5
1,1840,4
1,1846,3
1,1849,4
1,1850,5
1,1854,3
1,1856,4
1,1857,4
1,1864,4
1,1869,4
1,1871,5
1,1873,3
1,1878,5
1,1881,1
1,1883,4
1,1887,4
1,1889,1
1,1895,4
1,1896,1
1,1897,2
1,1898,1
1,1899,2
1,1903,5
1,1907,2
1,1908,4
1,1911,4
1,1912,2
1,1914,4
1,1919,5
1,1920,1
1,1922,2
1,1923,3
1,1926,4
1,1927,3
1,1929,3
1,1930,1
1,1933,2
1,1942,3
1,1945,3
1,1946,3
1,1950,3
1,1955,4
1,1959,2
1,1961,4
1,1962,2
1,1967,2
1,1968,3
1,1973,4
1,1974,3
1,1976,3
1,1977,5
1,1981,4
1,1982,3
1,1983,1
1,1986,5
1,1987,5
1,1988,2
1,1990,5
1,1993,4
1,1997,1
1,1998,5
1,2001,5
1,2003,2
1,2004,1
1,2005,1
1,2006,3
1,2008,3
1,2009,3
1,2010,4
1,2011,2
1,2016,4
1,2017,5
1,2019,4
1,2022,5
1,2027,1
1,2029,3
1,2030,1
1,2034,4
1,2041,2
1,2042,5
1,2047,3
1,2048,2
1,2051,2
1,2055,2
1,2056,4
1,2057,3
1,2061,3
1,2064,1
1,2072,4
1,2073,2
1,2076,5
1,2078,3
1,2082,2
1,2085,5
1,2087,5
1,2088,5
1,2091,3
1,2094,4
1,2095,5
1,2097,1
1,2101,4
1,2103,2
1,2104,4
1,2105,4
1,2110,4
1,2111,3
1,2113,2
1,2116,4
1,2120,3
1,2123,4
1,2124,2
1,2125,5
1,2126,3
1,2127,5
1,2130,4
1,2132,3
1,2138,5
1,2142,3
1,2143,3
1,2144,3
1,2151,2
1,2152,3
1,2153,3
1,2154,1
1,2155,2
1,2156,5
1,2158,5
1,2159,1
1,2160,5
1,2163,5
1,2168,1
1,2169,1
1,2170,3
1,2171,1
1,2172,2
1,2174,4
1,2175,2
1,2181,3
1,2183,4
1,2191,2
1,2194,3
1,2195,2
1,2196,2
1,2197,4
1,2199,3
1,2202,3
1,2203,2
1,2204,5
1,2206,5
1,2209,1
1,2212,3
1,2220,5
1,2221,1
1,2223,2
1,2227,1
1,2232,5
1,2237,3
1,2241,3
1,2244,5
1,2245,1
1,2247,3
1,2248,4
1,2249,2
1,2252,3
1,2255,4
1,2256,1
1,2261,1
1,2265,5
1,2270,5
1,2271,2
